"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6364","test_calendar_ui_and_close","tests","2026-09-22","passed","2026-09-22","","test_calendar","",""
"","818","test_login_negative_frontend[123-valid-Wrong email format-Невалидный формат email]","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","2684","Реальное добавление машины (E2E Playwright)","tests","2026-09-22","passed","2026-09-22","","test_playwright_add_car","",""
"","557","test_search_dates_readonly_protection","tests","2026-09-22","passed","2026-09-22","","test_search","",""
"","921","test_registration_negative_fields[email-tonygmail.com-Wrong email format-Неверный формат email]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","2342","test_add_car_success[Petrol-Economy-Добавление бензиновой машины эконом-класса]","tests","2026-09-22","passed","2026-09-22","","test_add_car","",""
"","771","test_registration_negative_fields[password--Password is required-Пустой пароль]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","1446","test_registration_success","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","480","test_navigation_to_registration","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","1524","Успешная авторизация (Playwright + POM)","tests","2026-09-22","passed","2026-09-22","","test_playwright_login","",""
"","2107","test_add_car_duplicate","tests","2026-09-22","passed","2026-09-22","","test_add_car","",""
"","983","test_registration_negative_fields[password-P123$-Password must contain minimum 6 symbols-Слишком короткий пароль]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","314","Ошибки валидации формы логина (Playwright)","tests","2026-09-22","passed","2026-09-22","","test_playwright_login","",""
"","871","test_registration_negative_fields[name--Name is required-Пустое имя]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","263","Ошибки валидации формы логина (Playwright)","tests","2026-09-22","passed","2026-09-22","","test_playwright_login","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1318","test_login_negative_backend[valid_email-WrongPassword123!-Login or Password incorrect-Неверный пароль]","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","1308","test_login_success","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","609","test_api_add_car_unauthorized","tests","2026-09-22","passed","2026-09-22","","test_api_car","",""
"","1331","test_registration_existing_user[Dy6@bG-Занятый email + Короткий сложный пароль ('Dy6@bG')]","tests","2026-09-22","skipped","2026-09-22","","test_registration","",""
"","4752","test_hybrid_car_search","tests","2026-09-22","passed","2026-09-22","","test_hybrid_search","",""
"","3295","test_api_car_lifecycle","tests","2026-09-22","passed","2026-09-22","","test_api_car","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1202","test_login_negative_backend[fake_user_12345@gmail.com-valid_pass-Login or Password incorrect-Несуществующий пользователь]","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","2053","test_add_car_success[Electric-Premium-Добавление премиального электрокара]","tests","2026-09-22","passed","2026-09-22","","test_add_car","",""
"","879","test_registration_without_check_box","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","2979","Создание дубликата машины (Playwright + API)","tests","2026-09-22","passed","2026-09-22","","test_playwright_add_car","",""
"","825","test_registration_negative_fields[email--Email is required-Пустой email]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","2287","test_api_car_booking_flow","tests","2026-09-22","passed","2026-09-22","","test_api_car","",""
"","819","test_calendar_past_navigation_blocked","tests","2026-09-22","passed","2026-09-22","","test_calendar","",""
"","694","test_search_empty_city_validation","tests","2026-09-22","passed","2026-09-22","","test_search","",""
"","843","test_registration_negative_fields[last_name--Last name is required-Пустая фамилия]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","2016","test_search_form_dynamic","tests","2026-09-22","passed","2026-09-22","","test_search","",""
"","751","test_calendar_month_navigation","tests","2026-09-22","passed","2026-09-22","","test_calendar","",""
"","691","test_api_add_car_success","tests","2026-09-22","passed","2026-09-22","","test_api_car","",""
"","848","test_login_negative_frontend[warman.of.mars@gmail.com-empty-Password is required-Пустой пароль]","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","1310","test_registration_existing_user[z2I8A@U!Hl3T2&@h-Занятый email + Тот же пароль]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","1244","test_registration_existing_user[Qwe12345!_new-Занятый email + Другой пароль (валидный формат)]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","294","Строгое соответствие словаря городов (Frontend vs Backend)","tests","2026-09-22","skipped","2026-09-22","","test_dictionaries","",""
