"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1345","test_login_negative_backend[fake_user_12345@gmail.com-valid_pass-Login or Password incorrect-Несуществующий пользователь]","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","2407","test_add_car_success[Petrol-Economy-Добавление бензиновой машины эконом-класса]","tests","2026-09-22","passed","2026-09-22","","test_add_car","",""
"","1158","test_registration_negative_fields[password--Password is required-Пустой пароль]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","958","test_registration_negative_fields[email-tonygmail.com-Wrong email format-Неверный формат email]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","1493","test_login_success","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","773","test_login_negative_frontend[123-valid-Wrong email format-Невалидный формат email]","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","993","test_registration_negative_fields[last_name--Last name is required-Пустая фамилия]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","6041","test_calendar_ui_and_close","tests","2026-09-22","passed","2026-09-22","","test_calendar","",""
"","1692","test_registration_success","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1408","test_login_negative_backend[valid_email-WrongPassword123!-Login or Password incorrect-Неверный пароль]","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","321","Строгое соответствие словаря городов (Frontend vs Backend)","tests","2026-09-22","skipped","2026-09-22","","test_dictionaries","",""
"","441","test_search_dates_readonly_protection","tests","2026-09-22","passed","2026-09-22","","test_search","",""
"","706","test_api_add_car_success","tests","2026-09-22","passed","2026-09-22","","test_api_car","",""
"","1092","test_registration_without_check_box","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","2566","Создание дубликата машины (Playwright + API)","tests","2026-09-22","passed","2026-09-22","","test_playwright_add_car","",""
"","1000","test_registration_negative_fields[email--Email is required-Пустой email]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","747","test_calendar_past_navigation_blocked","tests","2026-09-22","passed","2026-09-22","","test_calendar","",""
"","1025","test_calendar_month_navigation","tests","2026-09-22","passed","2026-09-22","","test_calendar","",""
"","3250","test_api_car_lifecycle","tests","2026-09-22","passed","2026-09-22","","test_api_car","",""
"","1430","test_registration_existing_user[&eT8SG-Занятый email + Короткий сложный пароль ('&eT8SG')]","tests","2026-09-22","skipped","2026-09-22","","test_registration","",""
"","1311","Успешная авторизация (Playwright + POM)","tests","2026-09-22","passed","2026-09-22","","test_playwright_login","",""
"","1413","test_registration_existing_user[z2I8A@U!Hl3T2&@h-Занятый email + Тот же пароль]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","1650","test_api_car_booking_flow","tests","2026-09-22","passed","2026-09-22","","test_api_car","",""
"","374","Ошибки валидации формы логина (Playwright)","tests","2026-09-22","passed","2026-09-22","","test_playwright_login","",""
"","2023","test_search_form_dynamic","tests","2026-09-22","passed","2026-09-22","","test_search","",""
"","769","test_login_negative_frontend[warman.of.mars@gmail.com-empty-Password is required-Пустой пароль]","tests","2026-09-22","passed","2026-09-22","","test_login","",""
"","2730","Реальное добавление машины (E2E Playwright)","tests","2026-09-22","passed","2026-09-22","","test_playwright_add_car","",""
"","2159","test_add_car_success[Electric-Premium-Добавление премиального электрокара]","tests","2026-09-22","passed","2026-09-22","","test_add_car","",""
"","608","test_api_add_car_unauthorized","tests","2026-09-22","passed","2026-09-22","","test_api_car","",""
"","739","Ошибки валидации формы логина (Playwright)","tests","2026-09-22","passed","2026-09-22","","test_playwright_login","",""
"","2276","test_add_car_duplicate","tests","2026-09-22","passed","2026-09-22","","test_add_car","",""
"","615","test_search_empty_city_validation","tests","2026-09-22","passed","2026-09-22","","test_search","",""
"","1395","test_registration_existing_user[Qwe12345!_new-Занятый email + Другой пароль (валидный формат)]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","608","test_navigation_to_registration","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","2834","test_hybrid_car_search","tests","2026-09-22","passed","2026-09-22","","test_hybrid_search","",""
"","1010","test_registration_negative_fields[name--Name is required-Пустое имя]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
"","1016","test_registration_negative_fields[password-P123$-Password must contain minimum 6 symbols-Слишком короткий пароль]","tests","2026-09-22","passed","2026-09-22","","test_registration","",""
