"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","711","test_registration_negative_fields[name--Name is required-Пустое имя]","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"","807","test_registration_without_check_box","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"","2287","test_api_car_lifecycle","tests","2026-09-23","passed","2026-09-23","","test_api_car","",""
"","156","Строгое соответствие словаря городов (Frontend vs Backend)","tests","2026-09-23","skipped","2026-09-23","","test_dictionaries","",""
"","1809","test_hybrid_car_search","tests","2026-09-23","passed","2026-09-23","","test_hybrid_search","",""
"","901","test_api_car_booking_flow","tests","2026-09-23","passed","2026-09-23","","test_api_car","",""
"","1149","test_login_success","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","1101","test_registration_existing_user[f2@Hah-Занятый email + Короткий сложный пароль ('f2@Hah')]","tests","2026-09-23","skipped","2026-09-23","","test_registration","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1049","test_login_negative_backend[valid_email-WrongPassword123!-Login or Password incorrect-Неверный пароль]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","1080","test_registration_existing_user[Qwe12345!_new-Занятый email + Другой пароль (валидный формат)]","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"","310","test_api_add_car_unauthorized","tests","2026-09-23","passed","2026-09-23","","test_api_car","",""
"","908","test_registration_negative_fields[password--Password is required-Пустой пароль]","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"","749","test_registration_negative_fields[email--Email is required-Пустой email]","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"","1616","test_add_car_success[Electric-Premium-Добавление премиального электрокара]","tests","2026-09-23","passed","2026-09-23","","test_add_car","",""
"","914","Успешная авторизация (Playwright + POM)","tests","2026-09-23","passed","2026-09-23","","test_playwright_login","",""
"","1677","Реальное добавление машины (E2E Playwright)","tests","2026-09-23","passed","2026-09-23","","test_playwright_add_car","",""
"","508","test_search_empty_city_validation","tests","2026-09-23","passed","2026-09-23","","test_search","",""
"","631","test_calendar_month_navigation","tests","2026-09-23","passed","2026-09-23","","test_calendar","",""
"","771","test_login_negative_frontend[123-valid-Wrong email format-Невалидный формат email]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","1628","test_search_form_dynamic","tests","2026-09-23","passed","2026-09-23","","test_search","",""
"","556","test_login_negative_frontend[warman.of.mars@gmail.com-empty-Password is required-Пустой пароль]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","1303","test_registration_success","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"","1117","test_registration_negative_fields[email-tonygmail.com-Wrong email format-Неверный формат email]","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"","1536","test_add_car_duplicate","tests","2026-09-23","passed","2026-09-23","","test_add_car","",""
"","378","test_api_add_car_success","tests","2026-09-23","passed","2026-09-23","","test_api_car","",""
"","595","test_calendar_past_navigation_blocked","tests","2026-09-23","passed","2026-09-23","","test_calendar","",""
"","807","test_registration_negative_fields[password-P123$-Password must contain minimum 6 symbols-Слишком короткий пароль]","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1012","test_login_negative_backend[fake_user_12345@gmail.com-valid_pass-Login or Password incorrect-Несуществующий пользователь]","tests","2026-09-23","passed","2026-09-23","","test_login","",""
"","392","test_navigation_to_registration","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"","1937","Создание дубликата машины (Playwright + API)","tests","2026-09-23","passed","2026-09-23","","test_playwright_add_car","",""
"","816","test_registration_negative_fields[last_name--Last name is required-Пустая фамилия]","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
"","1809","test_add_car_success[Petrol-Economy-Добавление бензиновой машины эконом-класса]","tests","2026-09-23","passed","2026-09-23","","test_add_car","",""
"","444","Ошибки валидации формы логина (Playwright)","tests","2026-09-23","passed","2026-09-23","","test_playwright_login","",""
"","392","test_search_dates_readonly_protection","tests","2026-09-23","passed","2026-09-23","","test_search","",""
"","5716","test_calendar_ui_and_close","tests","2026-09-23","passed","2026-09-23","","test_calendar","",""
"","339","Ошибки валидации формы логина (Playwright)","tests","2026-09-23","passed","2026-09-23","","test_playwright_login","",""
"","1235","test_registration_existing_user[z2I8A@U!Hl3T2&@h-Занятый email + Тот же пароль]","tests","2026-09-23","passed","2026-09-23","","test_registration","",""
