"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17429","test_add_car_success[Electric-Premium-\u0414\u043e\u0431\u0430\u0432\u043b\u0435\u043d\u0438\u0435 \u043f\u0440\u0435\u043c\u0438\u0430\u043b\u044c\u043d\u043e\u0433\u043e \u044d\u043b\u0435\u043a\u0442\u0440\u043e\u043a\u0430\u0440\u0430]","tests","2026-09-16","skipped","2026-09-16","","test_add_car","",""
"","574","test_api_add_car_success","tests","2026-09-16","passed","2026-09-16","","test_api_car","",""
"","1267","test_registration_existing_user","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
"","1008","test_registration_without_check_box","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
"","6245","test_calendar_ui_and_close","tests","2026-09-16","passed","2026-09-16","","test_calendar","",""
"","1932","test_api_car_booking_flow","tests","2026-09-16","passed","2026-09-16","","test_api_car","",""
"","952","test_registration_negative_fields[email-tonygmail.com-Wrong email format-\u041d\u0435\u0432\u0435\u0440\u043d\u044b\u0439 \u0444\u043e\u0440\u043c\u0430\u0442 email]","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
"","913","test_registration_negative_fields[password--Password is required-\u041f\u0443\u0441\u0442\u043e\u0439 \u043f\u0430\u0440\u043e\u043b\u044c]","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
"","905","test_registration_negative_fields[email--Email is required-\u041f\u0443\u0441\u0442\u043e\u0439 email]","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
"","799","test_calendar_past_navigation_blocked","tests","2026-09-16","passed","2026-09-16","","test_calendar","",""
"","1419","test_login_success","tests","2026-09-16","passed","2026-09-16","","test_login","",""
"","6244","test_search_form_dynamic","tests","2026-09-16","passed","2026-09-16","","test_search","",""
"Проверка ошибок, которые отлавливаются на стороне браузера (без отправки на сервер)","925","test_login_negative_frontend[warman.of.mars@gmail.com--Password is required-\u041f\u0443\u0441\u0442\u043e\u0439 \u043f\u0430\u0440\u043e\u043b\u044c]","tests","2026-09-16","passed","2026-09-16","","test_login","",""
"","918","test_calendar_month_navigation","tests","2026-09-16","passed","2026-09-16","","test_calendar","",""
"Проверка ошибок, которые отлавливаются на стороне браузера (без отправки на сервер)","1017","test_login_negative_frontend[123-z2I8A@U!Hl3T2&@h-Wrong email format-\u041d\u0435\u0432\u0430\u043b\u0438\u0434\u043d\u044b\u0439 \u0444\u043e\u0440\u043c\u0430\u0442 email]","tests","2026-09-16","passed","2026-09-16","","test_login","",""
"","369","test_search_dates_readonly_protection","tests","2026-09-16","passed","2026-09-16","","test_search","",""
"","3197","test_api_car_lifecycle","tests","2026-09-16","passed","2026-09-16","","test_api_car","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1270","test_login_negative_backend[fake_user_12345@gmail.com-z2I8A@U!Hl3T2&@h-\u041d\u0435\u0441\u0443\u0449\u0435\u0441\u0442\u0432\u0443\u044e\u0449\u0438\u0439 \u043f\u043e\u043b\u044c\u0437\u043e\u0432\u0430\u0442\u0435\u043b\u044c]","tests","2026-09-16","passed","2026-09-16","","test_login","",""
"","936","test_registration_negative_fields[last_name--Last name is required-\u041f\u0443\u0441\u0442\u0430\u044f \u0444\u0430\u043c\u0438\u043b\u0438\u044f]","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
"","1570","Успешная авторизация (Playwright версия)","tests","2026-09-16","passed","2026-09-16","","test_playwright_login","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1283","test_login_negative_backend[warman.of.mars@gmail.com-WrongPassword123!-\u041d\u0435\u0432\u0435\u0440\u043d\u044b\u0439 \u043f\u0430\u0440\u043e\u043b\u044c]","tests","2026-09-16","passed","2026-09-16","","test_login","",""
"","3244","test_hybrid_car_search","tests","2026-09-16","passed","2026-09-16","","test_hybrid_search","",""
"","552","test_api_add_car_unauthorized","tests","2026-09-16","passed","2026-09-16","","test_api_car","",""
"","255","Строгое соответствие словаря городов (Frontend vs Backend)","tests","2026-09-16","skipped","2026-09-16","","test_dictionaries","",""
"","943","test_registration_negative_fields[password-P123$-Password must contain minimum 6 symbols-\u0421\u043b\u0438\u0448\u043a\u043e\u043c \u043a\u043e\u0440\u043e\u0442\u043a\u0438\u0439 \u043f\u0430\u0440\u043e\u043b\u044c]","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
"","17740","test_add_car_success[Petrol-Economy-\u0414\u043e\u0431\u0430\u0432\u043b\u0435\u043d\u0438\u0435 \u0431\u0435\u043d\u0437\u0438\u043d\u043e\u0432\u043e\u0439 \u043c\u0430\u0448\u0438\u043d\u044b \u044d\u043a\u043e\u043d\u043e\u043c-\u043a\u043b\u0430\u0441\u0441\u0430]","tests","2026-09-16","skipped","2026-09-16","","test_add_car","",""
"","1018","test_registration_negative_fields[name--Name is required-\u041f\u0443\u0441\u0442\u043e\u0435 \u0438\u043c\u044f]","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
"","693","test_search_empty_city_validation","tests","2026-09-16","passed","2026-09-16","","test_search","",""
"","1748","test_registration_success","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
"","602","test_navigation_to_registration","tests","2026-09-16","passed","2026-09-16","","test_registration","",""
