"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","594","test_login_negative_frontend[warman.of.mars@gmail.com-empty-Password is required-Пустой пароль]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","543","test_api_add_car_success","tests","2026-09-21","passed","2026-09-21","","test_api_car","",""
"","2793","test_hybrid_car_search","tests","2026-09-21","passed","2026-09-21","","test_hybrid_search","",""
"","1117","test_registration_existing_user","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","1217","test_login_success","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","776","test_registration_negative_fields[password-P123$-Password must contain minimum 6 symbols-Слишком короткий пароль]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","566","test_login_negative_frontend[123-valid-Wrong email format-Невалидный формат email]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","366","test_search_dates_readonly_protection","tests","2026-09-21","passed","2026-09-21","","test_search","",""
"","2545","Создание дубликата машины (Playwright + API)","tests","2026-09-21","passed","2026-09-21","","test_playwright_add_car","",""
"","1738","test_add_car_duplicate","tests","2026-09-21","passed","2026-09-21","","test_add_car","",""
"","250","Строгое соответствие словаря городов (Frontend vs Backend)","tests","2026-09-21","skipped","2026-09-21","","test_dictionaries","",""
"","484","test_api_add_car_unauthorized","tests","2026-09-21","passed","2026-09-21","","test_api_car","",""
"","631","test_calendar_month_navigation","tests","2026-09-21","passed","2026-09-21","","test_calendar","",""
"","726","test_registration_negative_fields[password--Password is required-Пустой пароль]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","265","Ошибки валидации формы логина (Playwright)","tests","2026-09-21","passed","2026-09-21","","test_playwright_login","",""
"","1475","test_search_form_dynamic","tests","2026-09-21","passed","2026-09-21","","test_search","",""
"","2421","Реальное добавление машины (E2E Playwright)","tests","2026-09-21","passed","2026-09-21","","test_playwright_add_car","",""
"","1821","test_add_car_success[Electric-Premium-Добавление премиального электрокара]","tests","2026-09-21","passed","2026-09-21","","test_add_car","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1185","test_login_negative_backend[valid_email-WrongPassword123!-Login or Password incorrect-Неверный пароль]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","3673","test_api_car_lifecycle","tests","2026-09-21","passed","2026-09-21","","test_api_car","",""
"","2099","test_add_car_success[Petrol-Economy-Добавление бензиновой машины эконом-класса]","tests","2026-09-21","passed","2026-09-21","","test_add_car","",""
"","1311","test_registration_success","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","472","test_navigation_to_registration","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1113","test_login_negative_backend[fake_user_12345@gmail.com-valid_pass-Login or Password incorrect-Несуществующий пользователь]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","6079","test_calendar_ui_and_close","tests","2026-09-21","passed","2026-09-21","","test_calendar","",""
"","2052","test_api_car_booking_flow","tests","2026-09-21","passed","2026-09-21","","test_api_car","",""
"","1583","test_calendar_past_navigation_blocked","tests","2026-09-21","passed","2026-09-21","","test_calendar","",""
"","783","test_registration_without_check_box","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","780","test_registration_negative_fields[email-tonygmail.com-Wrong email format-Неверный формат email]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","726","test_registration_negative_fields[last_name--Last name is required-Пустая фамилия]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","498","test_search_empty_city_validation","tests","2026-09-21","passed","2026-09-21","","test_search","",""
"","767","test_registration_negative_fields[name--Name is required-Пустое имя]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","712","test_registration_negative_fields[email--Email is required-Пустой email]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","1151","Успешная авторизация (Playwright + POM)","tests","2026-09-21","passed","2026-09-21","","test_playwright_login","",""
"","552","Ошибки валидации формы логина (Playwright)","tests","2026-09-21","passed","2026-09-21","","test_playwright_login","",""
