"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1873","Реальное добавление машины (E2E Playwright)","tests","2026-09-21","passed","2026-09-21","","test_playwright_add_car","",""
"","1371","test_login_success","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","364","test_api_add_car_unauthorized","tests","2026-09-21","passed","2026-09-21","","test_api_car","",""
"","470","Ошибки валидации формы логина (Playwright)","tests","2026-09-21","passed","2026-09-21","","test_playwright_login","",""
"","2393","test_hybrid_car_search","tests","2026-09-21","passed","2026-09-21","","test_hybrid_search","",""
"","2084","test_add_car_success[Electric-Premium-Добавление премиального электрокара]","tests","2026-09-21","passed","2026-09-21","","test_add_car","",""
"","1344","test_api_car_booking_flow","tests","2026-09-21","passed","2026-09-21","","test_api_car","",""
"","483","test_search_dates_readonly_protection","tests","2026-09-21","passed","2026-09-21","","test_search","",""
"","988","test_registration_negative_fields[email-tonygmail.com-Wrong email format-Неверный формат email]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","5988","test_calendar_ui_and_close","tests","2026-09-21","passed","2026-09-21","","test_calendar","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1315","test_login_negative_backend[fake_user_12345@gmail.com-valid_pass-Login or Password incorrect-Несуществующий пользователь]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","957","test_calendar_month_navigation","tests","2026-09-21","passed","2026-09-21","","test_calendar","",""
"","1038","test_registration_negative_fields[password-P123$-Password must contain minimum 6 symbols-Слишком короткий пароль]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","903","test_login_negative_frontend[warman.of.mars@gmail.com-empty-Password is required-Пустой пароль]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","1128","test_registration_without_check_box","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","2130","test_add_car_success[Petrol-Economy-Добавление бензиновой машины эконом-класса]","tests","2026-09-21","passed","2026-09-21","","test_add_car","",""
"","2741","test_api_car_lifecycle","tests","2026-09-21","passed","2026-09-21","","test_api_car","",""
"","934","Успешная авторизация (Playwright + POM)","tests","2026-09-21","passed","2026-09-21","","test_playwright_login","",""
"","1355","test_registration_existing_user","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","1917","test_search_form_dynamic","tests","2026-09-21","passed","2026-09-21","","test_search","",""
"","408","test_api_add_car_success","tests","2026-09-21","passed","2026-09-21","","test_api_car","",""
"","614","test_navigation_to_registration","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","2106","Создание дубликата машины (Playwright + API)","tests","2026-09-21","passed","2026-09-21","","test_playwright_add_car","",""
"","165","Строгое соответствие словаря городов (Frontend vs Backend)","tests","2026-09-21","skipped","2026-09-21","","test_dictionaries","",""
"","986","test_registration_negative_fields[last_name--Last name is required-Пустая фамилия]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","821","test_login_negative_frontend[123-valid-Wrong email format-Невалидный формат email]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","818","test_calendar_past_navigation_blocked","tests","2026-09-21","passed","2026-09-21","","test_calendar","",""
"","1834","test_add_car_duplicate","tests","2026-09-21","passed","2026-09-21","","test_add_car","",""
"","978","test_registration_negative_fields[email--Email is required-Пустой email]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","1047","test_registration_negative_fields[name--Name is required-Пустое имя]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","432","Ошибки валидации формы логина (Playwright)","tests","2026-09-21","passed","2026-09-21","","test_playwright_login","",""
"","1016","test_registration_negative_fields[password--Password is required-Пустой пароль]","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"","1447","test_registration_success","tests","2026-09-21","passed","2026-09-21","","test_registration","",""
"Проверка ошибок, которые возвращает сервер после попытки авторизации","1204","test_login_negative_backend[valid_email-WrongPassword123!-Login or Password incorrect-Неверный пароль]","tests","2026-09-21","passed","2026-09-21","","test_login","",""
"","688","test_search_empty_city_validation","tests","2026-09-21","passed","2026-09-21","","test_search","",""
